pair_id,customer_tweet_id,agent_tweet_id,customer_text,agent_text,is_initial_query,created_at_cust,created_at_agent
tw_50797_50796,50797,50796,@115858 why appsstore cannot update the apps?,"@127399 We want you to be able to update your apps. What happens when you try to update? Also, which iOS version are you using?",True,Wed Nov 01 17:27:06 +0000 2017,Wed Nov 01 17:59:00 +0000 2017
tw_50799_50798,50799,50798,@AppleSupport I keep links as shown in the photo but when you press on the link the note take U out to the home page https://t.co/gzYJKUfe5B,@127400 That's not okay. Let's take a look in DM. Follow us there using the link below: https://t.co/GDrqU22YpT,False,Wed Nov 01 17:31:57 +0000 2017,Wed Nov 01 17:58:31 +0000 2017
tw_50801_50800,50801,50800,@AppleSupport with the new update still having problem with (notes) fix it,@127400 We're always happy to help. What type of issues are you having with Notes?,True,Wed Nov 01 16:50:50 +0000 2017,Wed Nov 01 17:28:00 +0000 2017
tw_50803_50802,50803,50802,Sooo @115858 what’s good with my “I️” not working ?,@127401 Let's get your keyboard working right again. Which model do you have and which exact OS version? Any steps tried so far?,True,Wed Nov 01 17:27:55 +0000 2017,Wed Nov 01 17:58:00 +0000 2017
tw_50805_50804,50805,50804,@AppleSupport IOS update causing phone screen to freeze and apps crashing. What’s the remedy?,@127402 Let's work together. Did you recently update to iOS 11.1? Please send us a DM with your answer. https://t.co/GDrqU22YpT,True,Wed Nov 01 17:17:31 +0000 2017,Wed Nov 01 17:56:31 +0000 2017
tw_50809_50806,50809,50806,@AppleSupport Tried turning phone off and on n nothing,"@127403 Got it, thanks. Which iOS does this occur on? Also, are you getting an error message when you try and open the News app?",False,Wed Nov 01 17:24:56 +0000 2017,Wed Nov 01 17:56:31 +0000 2017
tw_50808_50810,50808,50810,@AppleSupport iOS 11.0.3. No error msg just sits their blank,@127403 Got it. When was the last time you were able to access the News app? And have you moved between countries recently?,False,Wed Nov 01 18:07:29 +0000 2017,Wed Nov 01 18:34:30 +0000 2017
tw_50811_50812,50811,50812,"@AppleSupport Yesterday , still in same place Los Angeles",@127403 Thanks for clarifying. Let's go ahead and delete and reinstall the News app: https://t.co/fUZ0NRJxcn,False,Wed Nov 01 18:35:19 +0000 2017,Wed Nov 01 18:53:31 +0000 2017
tw_50813_50815,50813,50815,@AppleSupport It’s working again thx👍,@127403 Excellent! We're glad to hear that. You're most welcome! Enjoy the rest of your day.,False,Wed Nov 01 18:57:32 +0000 2017,Wed Nov 01 19:38:27 +0000 2017
tw_50818_50816,50818,50816,Can’t get into apple news on iPhone🤷🏼‍♂️ @115858 @AppleSupport,@127403 Happy to help. So we're on the same page is this the Apple News app or the website you're attempting to access?,True,Wed Nov 01 16:37:21 +0000 2017,Wed Nov 01 17:16:28 +0000 2017
tw_50821_50819,50821,50819,@AppleSupport IOS new update have some problems. Have to charge the phone 3 times a day. Before it was just once.,@127404 We understand how important battery life is. What is the exact version you updated to? https://t.co/ZTw54HL4Rm,True,Wed Nov 01 17:31:07 +0000 2017,Wed Nov 01 17:55:54 +0000 2017
tw_50820_50822,50820,50822,@AppleSupport I have Iphone 7 updated to ios 11.1. After the news IOS released this year battery problem raised.,@127404 Thanks for the information. Try following the steps in this link and DM us if issues persist after that: https://t.co/bivpdfBNJ6 https://t.co/GDrqU22YpT,False,Thu Nov 02 01:35:14 +0000 2017,Thu Nov 02 02:25:00 +0000 2017
tw_50824_50823,50824,50823,"Hey @115858 any chance of getting an iOS11 update so that my 6s will stop freezing up, and where I can make calls without having to reset????",@127405 We're here to help you. Please DM us the version of iOS 11 you're using and we can go from there. https://t.co/GDrqU22YpT,True,Wed Nov 01 17:31:35 +0000 2017,Wed Nov 01 17:55:24 +0000 2017
tw_50826_50825,50826,50825,@AppleSupport the new update makes my phone freeze so i have to reset my phone 3 times everyday and I can’t hear people during phone calls,"@127406 You’ve come to the right place for help. To begin, tell us the version of iOS 11 your iPhone is on, and we’ll go from there.",True,Wed Nov 01 17:24:44 +0000 2017,Wed Nov 01 17:54:54 +0000 2017
tw_50829_50827,50829,50827,@AppleSupport Touchscreen OS 11.3 balky. Sometime have to press or hit the screen several times or even quit 2 get response. Keyboard off 2,"@127407 Let us know via DM which device this is on, then we can take a look at this with you from there. https://t.co/GDrqU22YpT",True,Wed Nov 01 17:14:24 +0000 2017,Wed Nov 01 17:53:41 +0000 2017
tw_50828_50830,50828,50830,@AppleSupport I-pad air 1,@127407 We've received your DM and will continue to work with you there.,False,Wed Nov 01 19:14:11 +0000 2017,Wed Nov 01 19:35:30 +0000 2017
tw_50833_50831,50833,50831,@115858 what does this error message mean on my iPhone 8? https://t.co/2eTSFeDUnt,@127408 Great question. Just means it can't access that purchase or item from the App Store. Did you attempt to purchase something?,True,Wed Nov 01 17:22:58 +0000 2017,Wed Nov 01 17:53:01 +0000 2017
tw_50832_50834,50832,50834,@AppleSupport I just switched to the iPhone 8 and haven’t purchased anything. I deleted the last couple apps I downloaded but didn’t work :( https://t.co/O9PEBrQCd8,"@127408 We've checked our systems, (https://t.co/7NVrDovSd8) and everything looks good on our end. Send us a DM so we can troubleshoot. https://t.co/GDrqU22YpT",False,Wed Nov 01 18:01:58 +0000 2017,Wed Nov 01 18:40:00 +0000 2017
tw_50836_50835,50836,50835,"@127410 @AppleSupport con la nueva version de sistema tarda 3 minutos en descargar video de 14 segundos.
Como regreso a anterior?",@127409 Thank you for reaching out to us. We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj,True,Wed Nov 01 17:21:03 +0000 2017,Wed Nov 01 17:52:34 +0000 2017
tw_50839_50837,50839,50837,@AppleSupport Thank you for the reply. That Page was thé first thing I have double checked. I can connect with a contact. But that contact gets nothing..,"@127411 Thanks for trying those steps. Is this happening with one contact, or all contacts? Have you restarted your MacBook Air?",False,Wed Nov 01 17:19:42 +0000 2017,Wed Nov 01 17:52:01 +0000 2017
tw_50838_50840,50838,50840,@AppleSupport It was happening with all contacts. After two restarts and adjustmenten of time (again) it seems to be working flawless. Thank u 4 your time,"@127411 We're glad to see that it's working again. Please let us know if you run into any other trouble, and we'll be here to help.",False,Wed Nov 01 18:25:01 +0000 2017,Wed Nov 01 18:47:32 +0000 2017
tw_50843_50841,50843,50841,@AppleSupport  I can receive on my facetime - MacBook air. However if I try to vidcall the other person won't get my call. What can I do?,@127411 We're here for you. Check out this article for help with FaceTime: https://t.co/9TOn04wzxN,True,Wed Nov 01 16:35:41 +0000 2017,Wed Nov 01 17:15:28 +0000 2017
tw_50847_50844,50847,50844,@AppleSupport why has IOS 11 ruined my phone. 12 months no issue. Since I’ve installed that crap my phone freezes and keep having restore,"@127412 Hey Steven, we'd like to help get to the bottom of these issues. Which iOS version are you currently running on your iPhone?",True,Wed Nov 01 17:13:53 +0000 2017,Wed Nov 01 17:51:32 +0000 2017
tw_50845_50848,50845,50848,@AppleSupport #nothappy,@127412 Let's continue working on this in DM. Let us know which iPhone you have and your country to continue. https://t.co/GDrqU22YpT,False,Wed Nov 01 18:38:31 +0000 2017,Wed Nov 01 19:00:23 +0000 2017
tw_50850_50849,50850,50849,"Dear @115858, since the latest iOS update, my phone is crap. Apps are slow, I can’t see half my photos, plus battery drains fast. Fix it! 😡😡😡",@127413 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,True,Wed Nov 01 17:18:57 +0000 2017,Wed Nov 01 17:50:30 +0000 2017
tw_50852_50851,50852,50851,ok @115858 I love that app too… cc. @AppleSupport https://t.co/DPDvkwctMZ,@127414 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,True,Wed Nov 01 17:16:54 +0000 2017,Wed Nov 01 17:50:00 +0000 2017
tw_50854_50853,50854,50853,@127416 @115858 @AppleSupport @AppleSupport can u acknowledge that you're looking into a solution for this!? It is very frustrating to not be able to type work emails!!!,@127415 Thanks for reaching out. DM which iPhone and specific iOS version you are using to get started. https://t.co/GDrqU22YpT,False,Wed Nov 01 17:19:56 +0000 2017,Wed Nov 01 17:49:00 +0000 2017
tw_50860_50859,50860,50859,@AppleSupport are you going to fix our phones from glitching ???,@127417 Let's see what's going on. Let us know more about what is happening with your iPhone.,True,Wed Nov 01 17:17:12 +0000 2017,Wed Nov 01 17:48:01 +0000 2017
tw_50863_50861,50863,50861,My phone is frozen thanks to the new update. I can't even hard reset it. @applesupport,@127418 We're here for you. Which iPhone model do you have? What's happening that is causing you to force a restart?,True,Wed Nov 01 17:07:29 +0000 2017,Wed Nov 01 17:48:00 +0000 2017
tw_50862_50864,50862,50864,@AppleSupport I didn’t see this cause I couldn’t use my phone but my carrier fixed it. Thanks,@127418 Great to hear you're back up and running. Thanks for the update!,False,Wed Nov 01 23:12:46 +0000 2017,Wed Nov 01 23:51:00 +0000 2017
tw_50867_50865,50867,50865,@AppleSupport this last update is terrible! So many bugs! Fix it! Please!,"@127419 If you're having issues, we'd love to assist. What exactly is going on with your iPhone? What issues are you experiencing?",True,Wed Nov 01 17:20:24 +0000 2017,Wed Nov 01 17:48:00 +0000 2017
tw_50866_50868,50866,50868,@AppleSupport If it gets turned on the side it sticks there. In iMessage we can’t scroll to the newest message without closing iMessage and going back in again.,@127419 Let's take a look at this for you. Reach out to us in DM. https://t.co/GDrqU22YpT,False,Wed Nov 01 18:37:29 +0000 2017,Wed Nov 01 18:56:00 +0000 2017
tw_50871_50869,50871,50869,Getting a glitch on iOS 11.1 where my home button is functioning as media keys for playback on music. This is annoying. (cc:@115858),"@127420 We're here for you. To be sure we understand, it sounds like pressing Home button is playing and pausing music. Is that right?",True,Wed Nov 01 17:19:30 +0000 2017,Wed Nov 01 17:48:00 +0000 2017
tw_50870_50872,50870,50872,@AppleSupport That’s correct and also skipping to the next song 🤔,"@127420 Does this occur when the screen is locked, unlocked, or both? Also, which type of iPhone do you have? https://t.co/GDrqU22YpT",False,Wed Nov 01 18:10:31 +0000 2017,Wed Nov 01 18:32:36 +0000 2017
tw_50874_50873,50874,50873,@AppleSupport sorry I’m just now seeing this but I took it to my local apple store and they fixed it!! thank you!!,@127421 We're glad you were able to get the issue resolved. Feel free to reach out to us anytime you need assistance.,False,Wed Nov 01 17:14:57 +0000 2017,Wed Nov 01 17:47:00 +0000 2017
tw_50878_50877,50878,50877,@AppleSupport IPhone 5s reseting after few min. since updgrade iOS11 from ios10. Any solution? No Apple store near. I’m from Canary Islands.,@127422 We want to help.  Send us a DM letting us know if you are updated to iOS 11.1 https://t.co/GDrqU22YpT,True,Wed Nov 01 17:11:34 +0000 2017,Wed Nov 01 17:45:34 +0000 2017
tw_50880_50879,50880,50879,@AppleSupport  https://t.co/NAmOVlIDMr,@127423 Let's take a look at this for you. Reach out to us in DM.,False,Wed Nov 01 17:08:47 +0000 2017,Wed Nov 01 17:44:31 +0000 2017
tw_51623_51621,51623,51621,@AppleSupport what is this??? I️ 🤬,@127589 We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version.,True,Wed Nov 01 17:52:35 +0000 2017,Wed Nov 01 18:14:03 +0000 2017
tw_51622_51624,51622,51624,@AppleSupport 11.1,"@127589 Does this only happen in one specific App, or multiple Apps?",False,Wed Nov 01 18:15:00 +0000 2017,Wed Nov 01 18:43:00 +0000 2017
tw_51625_51626,51625,51626,@AppleSupport In every app except iMessage,"@127589 Let's take a deeper look!  To begin, feel free to DM us what country you're currently located in: https://t.co/GDrqU22YpT",False,Wed Nov 01 18:43:38 +0000 2017,Wed Nov 01 19:00:01 +0000 2017
tw_51628_51627,51628,51627,"@AppleSupport hey..um my bookmarks and reading list are all gone and i didn’t connect them to icloud, is there any way to get them back?",@127590 We can certainly help look into this with you. DM us &amp; tell us more about how this happened. https://t.co/GDrqU22YpT,True,Wed Nov 01 17:41:53 +0000 2017,Wed Nov 01 18:14:00 +0000 2017
tw_51630_51629,51630,51629,"@AppleSupport 
Really dislike feature Brightness adjusts up/down automatically on the iPhone6. If I wanted it darker, I’d adjust it myself.",@127591 It sounds like Auto-Brightness is enabled. Check this out for how to disable that feature: https://t.co/bkqEVCrK2l,True,Wed Nov 01 17:50:30 +0000 2017,Wed Nov 01 18:14:00 +0000 2017
tw_51633_51631,51633,51631,"@AppleSupport Please fix this issue, it's soooo annoying !! @115858 https://t.co/h4V15jyuB0",@127592 We'll be happy to assist as best we can. Are you updated to iOS 11.1? We released that yesterday.,True,Wed Nov 01 17:41:59 +0000 2017,Wed Nov 01 18:14:00 +0000 2017
tw_51632_51634,51632,51634,@AppleSupport Yes I'm.,@127592 Thanks. Let's move to a DM and we'll look into this further. Please tap here to continue: https://t.co/GDrqU22YpT,False,Wed Nov 01 20:50:01 +0000 2017,Wed Nov 01 21:37:00 +0000 2017
tw_51637_51635,51637,51635,@AppleSupport seriously how can I stop my phone correcting We to W.E??? I don’t have it as a shortcut or anything https://t.co/EVMdedCw9P,"@127593 Let's work together to help resolve this. To start, which version of iOS are you running on your iPhone?",True,Wed Nov 01 17:47:36 +0000 2017,Wed Nov 01 18:13:31 +0000 2017
tw_51636_51638,51636,51638,@AppleSupport 11.0.3,@127593 Thank you for that information. Let's continue our conversation in DM. https://t.co/GDrqU22YpT,False,Thu Nov 02 21:13:54 +0000 2017,Thu Nov 02 23:05:52 +0000 2017
tw_51642_51640,51642,51640,"@AppleSupport apple music got renewed a couple of days ago, but unable to access it right now",@127594 We want to help you get back to enjoying your Apple Music! Which device are you accessing it on? Do you get an error message?,True,Wed Nov 01 17:46:19 +0000 2017,Wed Nov 01 18:12:32 +0000 2017
tw_51641_51643,51641,51643,"@AppleSupport It's fixed for now, thanks.",@127594 Sorry for the confusion. It looks like we missed your last message. Glad to hear all is well with your Apple Music!,False,Wed Nov 01 18:32:15 +0000 2017,Wed Nov 01 18:56:00 +0000 2017
tw_51645_51644,51645,51644,@116333  apple watch burning wrist for my fellows @ WA . Please suggest ..,@127595 We would like to get more details to see how we can help. Meet us in DM to get started. https://t.co/GDrqU22YpT,True,Wed Nov 01 17:42:18 +0000 2017,Wed Nov 01 18:12:31 +0000 2017
tw_51647_51646,51647,51646,"@AppleSupport 
Bluetooth connectivity issues after updating iOS",@127596 We want to help.  Are you updated to iOS 11.1?  What are you experiencing with Bluetooth?,True,Wed Nov 01 17:47:04 +0000 2017,Wed Nov 01 18:12:01 +0000 2017
tw_51650_51648,51650,51648,HOW DO I️ FIX THIS SOMEONE HELP @AppleSupport https://t.co/oNbzVJsSdw,@127597 Let's dive into this issue together. Which iOS version is your device currently running?,True,Wed Nov 01 17:39:16 +0000 2017,Wed Nov 01 18:11:33 +0000 2017
tw_51649_51651,51649,51651,@AppleSupport I️ just updated it to 11.1.1 but it was happening before then too,@127597 Thanks for letting us know. Send us a DM and we'll continue this conversation there. https://t.co/GDrqU22YpT,False,Wed Nov 01 18:15:42 +0000 2017,Wed Nov 01 18:40:00 +0000 2017
tw_51655_51653,51655,51653,@127601 SAMEEEE WTFFF @AppleSupport please help us,@127599 We'd like to see if we can help. DM us the device you're experiencing this on and we'll get started. https://t.co/GDrqU22YpT,False,Wed Nov 01 17:50:35 +0000 2017,Wed Nov 01 18:11:32 +0000 2017
tw_51663_51662,51663,51662,@115858 get ur shit together and fix everyone’s phone because I am so sick of my phone autocorrecting “i” to “I️” OK? OK,@127602 We can look into this with you. Can you please message us in DM? https://t.co/GDrqU22YpT,True,Wed Nov 01 17:36:32 +0000 2017,Wed Nov 01 18:09:29 +0000 2017
tw_51665_51664,51665,51664,"Mais um celular com a bateria fodida
@AppleSupport ajuda nois","@127603 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",True,Wed Nov 01 17:43:47 +0000 2017,Wed Nov 01 18:09:01 +0000 2017
tw_51668_51666,51668,51666,@AppleSupport I did a soft reset and it came back decent,"@127604 When you say decent, does that mean the issue is resolved or are you still experiencing slowness or sluggishness?",False,Wed Nov 01 17:45:40 +0000 2017,Wed Nov 01 18:08:28 +0000 2017
tw_51667_51669,51667,51669,@AppleSupport It’s running very sluggish,@127604 Let's continue in DM then so we may better assist you https://t.co/GDrqU22YpT,False,Wed Nov 01 18:09:05 +0000 2017,Wed Nov 01 18:35:33 +0000 2017
tw_51672_51671,51672,51671,@AppleSupport this new update is a mess my phone has a frozen notification on the screen and running very unstable. help please,@127604 We're here to get you back to enjoying the iPhone. Does the iPhone still respond to touch at all?,True,Wed Nov 01 16:46:30 +0000 2017,Wed Nov 01 17:26:00 +0000 2017
tw_51674_51673,51674,51673,@AppleSupport I’ll dm you if there’s any problem after i update it,@127605 That sounds like a plan. Keep us in the loop. Thanks and take care.,False,Wed Nov 01 17:44:10 +0000 2017,Wed Nov 01 18:08:27 +0000 2017
tw_51676_51675,51676,51675,I have to hard restart my 6s almost daily because of all the bugs in iOS 11 &amp; it seems like there’s no fix from @115858 any time soon!,@127605  That's not the experience we want you to have.  We want to help.  Send us a DM letting us know if you are updated to iOS 11.1 https://t.co/GDrqU22YpT,True,Wed Nov 01 11:22:53 +0000 2017,Wed Nov 01 15:00:03 +0000 2017
tw_51678_51677,51678,51677,@115858 Yo wassup with this I️ shit? What’s good,@127606 We'd like to look in to this with you. Which iOS version is currently installed? Let us know in DM. https://t.co/GDrqU22YpT,True,Wed Nov 01 17:40:07 +0000 2017,Wed Nov 01 18:08:27 +0000 2017
tw_51681_51679,51681,51679,All of my pictures magically got deleted somehow. @AppleSupport??? What the shit? I go from 3K to 600 fuck is up?,@127607 What happened before they were deleted?  Are you able to see those photos at https://t.co/tmRhWEkIq4 if you log in there?,True,Wed Nov 01 17:42:34 +0000 2017,Wed Nov 01 18:07:01 +0000 2017
tw_51680_51682,51680,51682,@AppleSupport Not much help at all. It just talks about deleting all of my pictures at once or from a desktop,@127607 Not to worry! We'll get to the bottom of this. Let's move to DM. Send us the exact alert from https://t.co/tmRhWEkIq4 https://t.co/GDrqU22YpT,False,Wed Nov 01 18:45:49 +0000 2017,Wed Nov 01 19:20:00 +0000 2017
tw_51684_51683,51684,51683,Just updated to iOS11.1 &amp; now my 6s plus is stuck at Apple screen. I tried hard restart a few times but nothing PLEASE HELP!! @applesupport,"@127608 We want your iPhone to be working as expected. Send us a DM, and we'll start there. https://t.co/GDrqU22YpT",True,Wed Nov 01 17:36:50 +0000 2017,Wed Nov 01 18:05:00 +0000 2017
tw_51686_51685,51686,51685,"@AppleSupport Help! Everytime I type ""I"", a box showing an A and a question mark pop up. And displays as a barcode. Please fix asap!",@127609 We've received your DM and will continue working with you there. Look for a reply from us shortly.,True,Wed Nov 01 17:35:55 +0000 2017,Wed Nov 01 18:04:28 +0000 2017
tw_51688_51687,51688,51687,@115858 needs to fix this damn I️ glitch,@127610 DM us using the link below. We're glad to look into things with you. https://t.co/GDrqU22YpT,True,Wed Nov 01 17:30:26 +0000 2017,Wed Nov 01 18:04:28 +0000 2017
tw_51690_51689,51690,51689,"@AppleSupport When I️ type “I️” or see tweets, messages, etc with “I️” in it.. it’s a box.",@127611 Thank you. Please send us a DM with which device and exact software version you’re using. https://t.co/GDrqU22YpT,False,Wed Nov 01 17:23:22 +0000 2017,Wed Nov 01 18:04:00 +0000 2017
tw_51692_51691,51692,51691,@AppleSupport my phone is updated so WHY AM I️ SEEING BOXES??,@127611 Hi. We are here to help. Can you please give us some specifics of what is occurring on your device?,True,Wed Nov 01 16:44:07 +0000 2017,Wed Nov 01 17:22:00 +0000 2017
tw_51694_51693,51694,51693,this happens when my phone types the letter “eye” by itself @115858 annoying i’m trying to talk abt myself https://t.co/7PukWqeQQK,@127612 Thanks for reaching out! Let us help with your iPhone. DM us your exact iOS version to proceed. https://t.co/GDrqU22YpT,True,Wed Nov 01 17:32:36 +0000 2017,Wed Nov 01 18:02:32 +0000 2017
tw_51696_51695,51696,51695,@AppleSupport  I️ swear y’all need to fix(i ) this like right fucking now I️ can’t even message my manager on group me without looking dumb,@127613 Let's work together to find the best solution. DM us with what type of device you're using. https://t.co/GDrqU22YpT,True,Wed Nov 01 17:30:34 +0000 2017,Wed Nov 01 18:02:00 +0000 2017
tw_51699_51697,51699,51697,"@115858 Here's a thought: new phone numbers in iOS default to ""home fax."" Maybe that's something you could fix please, or is an inside joke?",@127614 Let's take a closer look together. What's your model and exact OS version number? Any steps tried so far?,True,Wed Nov 01 17:33:11 +0000 2017,Wed Nov 01 18:02:00 +0000 2017
tw_51698_51700,51698,51700,"@AppleSupport iPhone SE version 10.3.1. As far as I know this is something that happens with my friends' iPhones as well, so haven't tried anything...","@127614 So that we can take a deeper look, feel free to DM us when you first noticed this behavior occurring. https://t.co/GDrqU22YpT",False,Wed Nov 01 18:10:00 +0000 2017,Wed Nov 01 18:36:26 +0000 2017
tw_51701_51702,51701,51702,"@AppleSupport Everyone I ask sees the same thing, seems to be a default setting on the OS. I'm not interested in troubleshooting my specific phone thanks!",@127614  Direct Message us when you're ready. We'd like to narrow this down. https://t.co/GDrqU22YpT,False,Thu Nov 02 16:26:02 +0000 2017,Thu Nov 02 18:17:00 +0000 2017
tw_51705_51703,51705,51703,@AppleSupport why since my 7s was updated am I having trouble sending picture messages? It freezes when I try to select person to send to.,@127615 We can help with MMS. Which version of the iOS are you currently running? You can check in Settings &gt; General &gt; About &gt; Version,True,Wed Nov 01 17:35:34 +0000 2017,Wed Nov 01 18:02:00 +0000 2017
tw_51704_51706,51704,51706,@AppleSupport 11.0.3 (15A432) Last night my keyboard disappeared while trying to text so I reset the phone settings. Still having problems.,@127615 Thanks. We’ll want to update to iOS 11.1 and then test again. Be sure to back up beforehand. DM us if the issue persists. https://t.co/GDrqU22YpT,False,Wed Nov 01 19:19:08 +0000 2017,Wed Nov 01 20:07:36 +0000 2017
tw_51708_51707,51708,51707,So is the iOS confusing the letter I️ for this emoji?!?!? @AppleSupport,@127616 We want to work on this with you. Join us in DM to continue. https://t.co/GDrqU22YpT,False,Wed Nov 01 17:28:17 +0000 2017,Wed Nov 01 18:01:31 +0000 2017
tw_51711_51710,51711,51710,@115858 @AppleSupport help my phone. I️ can’t fix it obviously,@127617 We're glad to look into this with you! Please DM us. Let us know which iPhone you're using to proceed. https://t.co/GDrqU22YpT,True,Wed Nov 01 17:25:35 +0000 2017,Wed Nov 01 17:59:37 +0000 2017
tw_51713_51712,51713,51712,@115858 your liverpool store customer service is appalling,@127618 Reach out to us via DM so we can take a look in to this with you. https://t.co/GDrqU22YpT,True,Wed Nov 01 17:35:06 +0000 2017,Wed Nov 01 17:59:37 +0000 2017
tw_52186_52185,52186,52185,@AppleSupport Already did. And it keeps asking for Touch ID https://t.co/coD9GekRkc,"@127735 When you use the Touch ID to install, does it still fail? Go to Settings &gt; General &gt; Date &amp; Time. Check to make sure the correct time zone is selected for your location. Please send us a DM and we'll continue there. https://t.co/GDrqU22YpT",False,Wed Nov 22 23:15:56 +0000 2017,Wed Nov 22 23:22:58 +0000 2017
tw_52188_52187,52188,52187,@127736 @AppleSupport I’m in the same boat. https://t.co/MlKN9Y8Iuv,"@127735 Thank you for the screenshot. Please try powering off your iPhone and restarting. Once that is done, try downloading the app again and let us know the result.",False,Wed Nov 22 22:53:44 +0000 2017,Wed Nov 22 23:00:00 +0000 2017
tw_52259_52257,52259,52257,"@AppleSupport I have iOS 11.0.3 and my keyboard keeps autocorrecting the letter i to a weird symbol similar to ""A ?"" and it won't change.",@127752 We want your keyboard to respond correctly.  Please check to see if you have an update under Settings &gt; General &gt; Software Update,True,Wed Nov 01 18:03:56 +0000 2017,Wed Nov 01 18:29:00 +0000 2017
tw_52258_52260,52258,52260,@AppleSupport There’s an update available for 11.1 but friends that already updated are experiencing the same issue.,@127752 Understood. Please DM us and we will continue from there. https://t.co/GDrqU22YpT,False,Wed Nov 01 19:26:18 +0000 2017,Wed Nov 01 20:10:29 +0000 2017
tw_52262_52261,52262,52261,Has anyone noticed random iPhone autocorrect issues? @115858,@127753 We can help. Hop in DM with us and we'll pick up there. Click here: https://t.co/GDrqU22YpT,True,Wed Nov 01 18:00:37 +0000 2017,Wed Nov 01 18:29:00 +0000 2017
tw_52265_52263,52265,52263,Help @AppleSupport. My iPhone 6  will connect to unsecured wifi networks but not those requiring a password. “Invalid password” every time. (IOS 11.03).,@127754 We'll be happy to assist as best we can. We did release iOS 11.1. You might try updating using iTunes and see if that helps.,True,Wed Nov 01 17:55:56 +0000 2017,Wed Nov 01 18:28:00 +0000 2017
tw_52264_52266,52264,52266,"@AppleSupport I’ve updated to iOS 11.1. Still get “Invalid password “, even after resetting network setting and ‘forget this network’ and trying again to join. Nothing works.","@127754 Thanks for keeping us updated. To clarify, is your iPhone unable to connect to multiple networks requiring a password?",False,Fri Nov 03 11:19:05 +0000 2017,Fri Nov 03 17:01:28 +0000 2017
tw_52267_52268,52267,52268,@AppleSupport That’s correct. It will join unsecured networks but not two different ones requiring a password.,@127754 Let's look further into this together. Please join us in DM. https://t.co/GDrqU22YpT,False,Fri Nov 03 17:08:56 +0000 2017,Fri Nov 03 21:53:00 +0000 2017
tw_33364_52269,33364,52269,@123379 @115858 My phone is doing weird things since the update... ugh,@127755 Let's get this figured out. What are you currently experiencing with your iPhone and the new update?,False,Wed Nov 01 18:03:48 +0000 2017,Wed Nov 01 18:26:32 +0000 2017
tw_52270_52271,52270,52271,@AppleSupport It freezes constantly having problems sending text messages I constantly turn it off and on because I can not call out and at times no sound,@127755 Got it. Please DM us and we will continue troubleshooting from there. https://t.co/GDrqU22YpT,False,Wed Nov 01 19:35:18 +0000 2017,Wed Nov 01 20:17:32 +0000 2017
tw_52273_52272,52273,52272,@AppleSupport can you please help me,@127756 We've received your DM and we can happily help. We'll follow up with you there. https://t.co/GDrqU22YpT,True,Wed Nov 01 18:05:56 +0000 2017,Wed Nov 01 18:25:30 +0000 2017
tw_52277_52274,52277,52274,@115858 I’ll donate 5 dollars to your favourite charity if you can fix Bluetooth turning on randomly under iOS 11 #fixit #iPhone #iOS11,@127757 Are you turning it off in Control Center? That would just disconnect you from any current connections: https://t.co/G7BHuQnDS6,True,Wed Nov 01 17:58:50 +0000 2017,Wed Nov 01 18:24:52 +0000 2017
tw_52275_52278,52275,52278,"@AppleSupport Seems to turn on randomly while on a transit bus or lrt even though I tell it not to, as I’m not driving.",@127757 Check out this link for more information on that: https://t.co/G7BHuQnDS6,False,Wed Nov 01 22:10:37 +0000 2017,Wed Nov 01 22:44:53 +0000 2017
tw_52280_52279,52280,52279,Has @115858 figured out this “eye” thing yet. Almost through my phone cuz it’s getting on my nerves. Also is FT working for ppl? Mine is gone,@127758 We'd be happy to look into this with you. Can you DM us the exact version of iOS you are running? https://t.co/GDrqU22YpT,True,Wed Nov 01 18:02:49 +0000 2017,Wed Nov 01 18:24:00 +0000 2017
tw_52282_52281,52282,52281,"@2855 @AppleSupport так ты и фоточки туда переносишь, бекапы?",@127759 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,False,Wed Nov 01 17:59:14 +0000 2017,Wed Nov 01 18:24:00 +0000 2017
tw_52285_52284,52285,52284,@AppleSupport plzzz explain to me why I cannot see the letter “I” but instead I get an A and a question mark in a box?? https://t.co/nqJEDSAIVf,@127760 We'd like to look in to this with you. Which iOS version is currently installed? Let us know in DM. https://t.co/GDrqU22YpT,True,Wed Nov 01 17:56:33 +0000 2017,Wed Nov 01 18:23:43 +0000 2017
tw_52287_52286,52287,52286,Desde que actualice a iOS 11 mi iPhone se volvió lento. Me recuerda a los viejos Samsung! Que está pasando? @119460 @AppleSupport,@127761  We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,True,Wed Nov 01 17:54:58 +0000 2017,Wed Nov 01 18:20:30 +0000 2017
